Wall time,Step,Value
1598236853.570339,10,0.10373914241790771
1598237040.5359385,20,0.06782107800245285
1598237224.447182,30,0.06683415174484253
1598237399.5058212,40,0.03873537480831146
1598237587.7044272,50,0.05093388259410858
1598237767.1360104,60,0.02542363479733467
1598237988.6047566,70,0.03540955111384392
1598238184.634449,80,0.026215685531497
1598238408.1436667,90,0.021257271990180016
1598238596.1208754,100,0.0974237397313118
1598238738.3458898,110,0.03187398985028267
1598238917.319693,120,0.025135494768619537
1598239107.9670641,130,0.02372276782989502
1598239309.698043,140,0.022526003420352936
1598239489.0527217,150,0.058931030333042145
1598239711.4576402,160,0.022991757839918137
1598239924.1634302,170,0.039209846407175064
1598240123.3032966,180,0.02683914266526699
1598240359.7524664,190,0.07892099022865295
1598240546.4624076,200,0.02618330717086792
1598240735.9321496,210,0.04848751053214073
1598240939.8005667,220,0.02553466334939003
1598241138.7444336,230,0.08424939960241318
1598241296.4442728,240,0.05662086233496666
1598241496.0598137,250,0.02399373985826969
1598241690.8741665,260,0.062421638518571854
1598241898.7113323,270,0.1219869926571846
1598242094.4873605,280,0.024426139891147614
1598242284.1570387,290,0.05871814861893654
1598242469.3550162,300,0.022864993661642075
1598242642.6408014,310,0.022580474615097046
1598242807.3941236,320,0.055288415402173996
1598243053.2438653,330,0.051097653806209564
1598243268.7614374,340,0.026447126641869545
1598243446.0764785,350,0.06306961178779602
1598243624.9900813,360,0.06727829575538635
1598243838.0847661,370,0.0720098540186882
1598244025.1570978,380,0.06809545308351517
1598244217.592541,390,0.06581643223762512
1598244412.2399874,400,0.022824067622423172
1598244588.7425978,410,0.029591793194413185
1598244766.7837763,420,0.03717940300703049
1598244964.2212152,430,0.047526877373456955
1598245142.2763183,440,0.09315039217472076
1598245371.6164806,450,0.037497587502002716
1598245599.5263846,460,0.07018142938613892
1598245811.6102328,470,0.044729381799697876
1598245974.1683178,480,0.05189715325832367
1598246149.8333242,490,0.09713688492774963
1598246350.8699715,500,0.09724869579076767
1598246538.396436,510,0.08196373283863068
1598246743.9644504,520,0.05035271868109703
1598246975.554081,530,0.07257840782403946
1598247167.9969246,540,0.1837499737739563
1598247344.6820173,550,0.08247368782758713
1598247558.2673094,560,0.04614684358239174
1598247751.3126762,570,0.07848130911588669
1598247939.3889098,580,0.02463296428322792
1598248124.3072457,590,0.0391775406897068
1598248306.844323,600,0.07551127672195435
1598248492.242658,610,0.033583417534828186
1598248626.0588722,620,0.10774609446525574
1598248806.473533,630,0.14368832111358643
1598248980.2840462,640,0.09182184934616089
1598249180.7516363,650,0.0857224091887474
1598249345.228107,660,0.022513044998049736
1598249560.7259634,670,0.04900166764855385
1598249777.1031287,680,0.08357275277376175
1598250004.7219691,690,0.07606247812509537
1598250193.8972585,700,0.024218717589974403
1598250386.3835924,710,0.20297978818416595
1598250571.7836204,720,0.029237359762191772
1598250751.5947633,730,0.042103663086891174
1598250935.96577,740,0.08787188678979874
1598251129.4525554,750,0.06362903863191605
1598251285.812161,760,0.11028022319078445
1598251478.0795062,770,0.026900602504611015
1598251684.8114567,780,0.08953157812356949
1598251868.9334338,790,0.1273057460784912
1598252086.5151138,800,0.11868797987699509
1598252286.0963712,810,0.0644984021782875
1598252487.7813485,820,0.02754637971520424
1598252708.1562943,830,0.12072911113500595
1598252890.170173,840,0.04767623171210289
1598253056.224673,850,0.06314780563116074
1598253257.7541642,860,0.14438782632350922
1598253475.395781,870,0.061417706310749054
1598253691.206657,880,0.05585320666432381
1598253847.2460165,890,0.06089158356189728
1598254052.331151,900,0.1245359405875206
1598254214.9044724,910,0.06275107711553574
1598254416.2353303,920,0.09374260157346725
1598254602.4582808,930,0.02539977617561817
1598254796.9903626,940,0.07517080008983612
1598254979.493286,950,0.050335247069597244
1598255175.4726882,960,0.04012282192707062
1598255365.6376393,970,0.06981991231441498
1598255559.8756714,980,0.07143046706914902
1598255769.446224,990,0.08040624111890793
1598255930.614468,1000,0.02532918192446232
1598256133.5163655,1010,0.14226441085338593
1598256323.1243868,1020,0.14904172718524933
1598256517.208918,1030,0.12934668362140656
1598256721.3489356,1040,0.10584532469511032
1598256956.359928,1050,0.06341229379177094
1598257151.9620602,1060,0.06528755277395248
1598257301.6280909,1070,0.09277130663394928
1598257488.2235837,1080,0.06095302104949951
1598257667.6291711,1090,0.027114400640130043
1598257846.138119,1100,0.025792287662625313
