Wall time,Step,Value
1598230806.3256035,10,0.09030107408761978
1598230986.3780758,20,0.023562101647257805
1598231165.3948464,30,0.02215401828289032
1598231376.2804675,40,0.03885304555296898
1598231589.9623435,50,0.029749564826488495
1598231802.5528984,60,0.023501994088292122
1598231987.8111143,70,0.02906603179872036
1598232175.8873694,80,0.023739466443657875
1598232400.1588273,90,0.05366045981645584
1598232579.1456776,100,0.056082554161548615
1598232750.4554358,110,0.04582306742668152
1598232934.9574647,120,0.027789346873760223
1598233137.4413624,130,0.04020865634083748
1598233296.184926,140,0.024900099262595177
1598233504.1266372,150,0.03377301245927811
1598233727.1534204,160,0.1330026239156723
1598233951.8450117,170,0.12611092627048492
1598234164.2386816,180,0.04385047033429146
1598234332.2401664,190,0.054526615887880325
1598234549.1598587,200,0.022610170766711235
1598234687.389962,210,0.07202170044183731
1598234912.3376925,220,0.04883411526679993
1598235079.8186862,230,0.0414360947906971
1598235283.4587831,240,0.16869720816612244
1598235472.0224288,250,0.06562323868274689
1598235670.7793906,260,0.023832323029637337
1598235844.5203476,270,0.046009793877601624
1598236076.1823387,280,0.02401362545788288
1598236246.4221678,290,0.023193994536995888
1598236431.167958,300,0.024674007669091225
1598236677.9847152,310,0.047902919352054596
1598236832.0145283,320,0.021865228191018105
1598237048.501516,330,0.03398265689611435
1598237247.7231622,340,0.06450381129980087
1598237422.059521,350,0.1100284531712532
1598237611.3148005,360,0.08052986860275269
1598237816.2730901,370,0.051998037844896317
1598237963.756854,380,0.09849902987480164
1598238150.4894495,390,0.02590201608836651
1598238314.9064512,400,0.0777636170387268
1598238457.076471,410,0.09050136804580688
1598238642.572623,420,0.046766526997089386
1598238833.853073,430,0.16880296170711517
1598239056.100708,440,0.10903672128915787
1598239272.6148176,450,0.06839202344417572
1598239434.1043,460,0.02574343793094158
1598239584.043794,470,0.02858484908938408
1598239767.2934568,480,0.112266905605793
1598239967.5444145,490,0.06765087693929672
1598240174.3711984,500,0.14609183371067047
1598240325.8833075,510,0.09141398966312408
1598240531.814903,520,0.10183558613061905
1598240755.8158934,530,0.14022506773471832
1598240916.405898,540,0.03425377979874611
1598241072.2625465,550,0.09133687615394592
1598241281.9113755,560,0.08234349638223648
1598241440.1246638,570,0.05149216204881668
1598241630.824893,580,0.08155427128076553
1598241816.441817,590,0.20763139426708221
1598242016.1080384,600,0.08102382719516754
1598242202.9286916,610,0.04308053478598595
1598242390.6061966,620,0.09618993103504181
1598242603.9768457,630,0.18774569034576416
1598242773.5403674,640,0.04850980266928673
1598242951.605291,650,0.05046066269278526
1598243105.511398,660,0.05311041697859764
1598243290.7283363,670,0.037996597588062286
1598243500.4742558,680,0.06656873971223831
1598243678.1247432,690,0.0522143580019474
1598243859.8059595,700,0.04240885749459267
1598244038.6118517,710,0.04007086902856827
1598244226.7654285,720,0.053837697952985764
1598244463.5916135,730,0.10051416605710983
1598244610.829428,740,0.15612168610095978
1598244795.4174678,750,0.1536986529827118
1598244973.4317605,760,0.044351592659950256
1598245154.1904604,770,0.024618089199066162
1598245350.7929883,780,0.07034444063901901
1598245542.1795683,790,0.13274265825748444
1598245730.0989456,800,0.10525470972061157
1598245917.013688,810,0.06529475003480911
1598246090.3550503,820,0.10480520874261856
1598246248.6628556,830,0.048630278557538986
1598246420.3383813,840,0.09413541853427887
1598246631.413512,850,0.1176924929022789
1598246836.7192912,860,0.025885025039315224
1598247027.5006344,870,0.13217000663280487
1598247223.7934062,880,0.06818155199289322
1598247394.5114825,890,0.09226106852293015
1598247579.580798,900,0.0518488734960556
1598247763.7613344,910,0.06117495894432068
1598247935.3530853,920,0.08937397599220276
1598248084.9728093,930,0.09695835411548615
1598248301.8434706,940,0.08837118744850159
1598248479.0553703,950,0.05051473155617714
1598248664.5566669,960,0.042907655239105225
1598248866.2453685,970,0.06568996608257294
1598249077.423495,980,0.10134231299161911
1598249273.5049286,990,0.04039639234542847
1598249447.641781,1000,0.1092175766825676
1598249617.7041025,1010,0.09242723137140274
1598249815.00497,1020,0.2070564180612564
1598250004.1237428,1030,0.07408466190099716
1598250177.2284255,1040,0.07720837742090225
1598250369.475905,1050,0.06415986269712448
1598250543.4578762,1060,0.15946614742279053
1598250710.6888316,1070,0.05122696980834007
1598250879.3380756,1080,0.05154538154602051
1598251049.4548864,1090,0.0720166489481926
1598251262.4784248,1100,0.23179274797439575
1598251477.1996999,1110,0.09913959354162216
1598251663.2202718,1120,0.10610626637935638
1598251872.2486572,1130,0.02850896120071411
1598252061.0834503,1140,0.059640686959028244
1598252221.7296593,1150,0.0642862543463707
1598252429.8088522,1160,0.1256016492843628
1598252656.8921118,1170,0.04444315657019615
1598252817.6813338,1180,0.031664714217185974
1598252978.1035194,1190,0.07095721364021301
1598253183.5379577,1200,0.16961005330085754
1598253368.9221396,1210,0.22736263275146484
1598253589.670929,1220,0.12072047591209412
1598253785.4795904,1230,0.05676134303212166
1598253971.7005084,1240,0.11269993335008621
1598254137.2722359,1250,0.12757475674152374
1598254291.3251488,1260,0.0823713168501854
1598254454.8129501,1270,0.0345921516418457
1598254662.1090045,1280,0.10943927615880966
1598254866.5413983,1290,0.05345446616411209
1598255059.34559,1300,0.1287168562412262
1598255235.555256,1310,0.14126186072826385
1598255413.0535347,1320,0.10079964250326157
1598255570.7421024,1330,0.059421733021736145
1598255761.1623785,1340,0.09395898133516312
1598255942.1140597,1350,0.1384270191192627
1598256156.5372875,1360,0.06427238136529922
1598256366.1470013,1370,0.16829244792461395
1598256553.5658526,1380,0.14819110929965973
1598256718.3873546,1390,0.030500300228595734
1598256907.858118,1400,0.07514213025569916
1598257120.1933467,1410,0.11332916468381882
1598257334.8348413,1420,0.1359771341085434
1598257513.161764,1430,0.1126035824418068
1598257690.190309,1440,0.0675884261727333
1598257886.3314111,1450,0.14132368564605713
1598258071.9680047,1460,0.06975769251585007
1598258268.2454379,1470,0.0973050519824028
1598258450.8465297,1480,0.10236120969057083
1598258603.4082026,1490,0.027097666636109352
1598258830.6575396,1500,0.13660019636154175
