Wall time,Step,Value
1598236862.9147544,10,0.06489339470863342
1598237029.5283146,20,0.09163033962249756
1598237196.9421918,30,0.0378178134560585
1598237374.7096505,40,0.022627657279372215
1598237573.1854897,50,0.022947417572140694
1598237784.384428,60,0.04622635617852211
1598237964.6853678,70,0.043000515550374985
1598238182.807779,80,0.035224057734012604
1598238384.7133064,90,0.02632094733417034
1598238583.6780188,100,0.04666057229042053
1598238774.5838346,110,0.02512914501130581
1598238960.267476,120,0.044957321137189865
1598239156.4419765,130,0.17317794263362885
1598239351.5192578,140,0.09744412451982498
1598239557.9142547,150,0.042324673384428024
1598239754.4827015,160,0.09986332803964615
1598239915.202185,170,0.035424694418907166
1598240093.1699717,180,0.04402179270982742
1598240304.2456856,190,0.05810599774122238
1598240501.9418814,200,0.04400427266955376
1598240711.7651746,210,0.0901874452829361
1598240903.8384893,220,0.07869365066289902
1598241088.7779093,230,0.07658262550830841
1598241253.6423042,240,0.04865926876664162
1598241428.511301,250,0.17116685211658478
1598241583.7926514,260,0.07332636415958405
1598241767.9942284,270,0.087984099984169
1598241976.587155,280,0.21433842182159424
1598242168.9807196,290,0.05905264988541603
1598242397.8192046,300,0.10865597426891327
1598242575.2954717,310,0.13252896070480347
1598242743.8332853,320,0.038714468479156494
1598242975.6561923,330,0.1418185830116272
1598243151.4688358,340,0.1327631026506424
1598243352.2897024,350,0.03619910776615143
1598243531.3605587,360,0.10317657142877579
1598243767.8042386,370,0.22491660714149475
1598243923.6713157,380,0.0893130898475647
1598244081.8992581,390,0.0565803125500679
1598244303.5390239,400,0.03349684178829193
1598244539.8691883,410,0.09834405034780502
1598244746.9477484,420,0.16885624825954437
1598244883.7197368,430,0.07602011412382126
1598245088.7888384,440,0.107845738530159
1598245256.353448,450,0.023432176560163498
1598245448.460901,460,0.18184198439121246
1598245621.705804,470,0.07670972496271133
1598245842.495176,480,0.10483873635530472
1598246032.5520828,490,0.1021035835146904
1598246230.379673,500,0.06764812767505646
1598246417.1632845,510,0.11571313440799713
1598246630.9773958,520,0.1682927906513214
1598246809.1051295,530,0.04461263492703438
1598246987.223896,540,0.09909359365701675
1598247191.4053273,550,0.04005582630634308
1598247384.7805557,560,0.16879521310329437
1598247574.2410758,570,0.02523879148066044
1598247771.24469,580,0.06684783101081848
1598247938.0339196,590,0.13416661322116852
1598248126.7334108,600,0.10566291958093643
1598248319.246955,610,0.17687194049358368
1598248527.169276,620,0.0664859265089035
1598248750.8890567,630,0.20513282716274261
1598248946.0058203,640,0.06771302223205566
1598249121.1995833,650,0.19633464515209198
1598249348.643987,660,0.22504575550556183
1598249522.954796,670,0.13587449491024017
1598249725.6495926,680,0.18302395939826965
1598249870.945249,690,0.02443990483880043
1598250103.7409143,700,0.10995753854513168
1598250242.7961228,710,0.04232946038246155
1598250423.5691946,720,0.034046802669763565
1598250577.3238747,730,0.06512468308210373
1598250830.9792056,740,0.02601807937026024
1598251045.8267775,750,0.1449424922466278
1598251217.8692226,760,0.024774853140115738
1598251403.995666,770,0.0248750988394022
1598251564.8495858,780,0.10590825974941254
1598251771.867682,790,0.09906063228845596
