Wall time,Step,Value
1598263258.4665651,10,0.07950349897146225
1598263704.4177427,20,0.06343397498130798
1598263935.552938,30,0.04322164133191109
1598264130.9708576,40,0.02309742383658886
1598264295.073152,50,0.07726265490055084
1598264471.463873,60,0.04362301900982857
1598264672.3558457,70,0.02514795958995819
1598264901.7405045,80,0.0875866636633873
1598265081.8572452,90,0.06325343996286392
1598265263.806466,100,0.08371999859809875
1598265454.6385064,110,0.06312625110149384
1598265662.8361566,120,0.06501879543066025
1598265840.8643107,130,0.046703968197107315
1598266022.4597456,140,0.06624560058116913
1598266225.0989587,150,0.03610564023256302
1598266400.1871107,160,0.06551110744476318
1598266602.3998373,170,0.044671837240457535
1598266781.7884862,180,0.020679516717791557
1598266965.2224317,190,0.09557903558015823
1598267159.1819353,200,0.08472660928964615
1598267354.794092,210,0.09338633716106415
1598267547.257229,220,0.11372722685337067
1598267755.1464348,230,0.06711725890636444
1598267937.6945992,240,0.19104422628879547
1598268144.4330866,250,0.1781865507364273
1598268320.5649443,260,0.15080876648426056
1598268507.346625,270,0.1082795038819313
1598268695.48697,280,0.14382238686084747
1598268892.1349542,290,0.13768669962882996
1598269082.1791923,300,0.06123386695981026
1598269250.836764,310,0.10137925297021866
1598269441.3938053,320,0.03000197373330593
1598269609.2254577,330,0.08165834844112396
1598269765.1582046,340,0.13077986240386963
1598269975.4570289,350,0.11054422706365585
1598270150.7722723,360,0.03674289584159851
1598270319.8202157,370,0.0890536904335022
1598270566.6756232,380,0.09811065346002579
1598270779.0283241,390,0.033615902066230774
1598270969.2641308,400,0.16056595742702484
1598271144.6907244,410,0.10773958265781403
1598271295.8594568,420,0.07073231786489487
1598271455.033549,430,0.028946181759238243
1598271639.4355397,440,0.15431052446365356
1598271842.2670949,450,0.13170590996742249
1598272046.0777078,460,0.08483287692070007
1598272209.1894433,470,0.09088247269392014
1598272426.780208,480,0.02595425769686699
1598272612.9354293,490,0.07463192939758301
1598272812.7674963,500,0.07660752534866333
1598273009.2703683,510,0.14839529991149902
1598273216.4183133,520,0.11681383848190308
1598273393.431294,530,0.03299150988459587
1598273577.1082344,540,0.06493207812309265
1598273791.4488826,550,0.12013304978609085
1598273986.3117342,560,0.06077871099114418
1598274188.076743,570,0.050105828791856766
1598274348.8130348,580,0.07013122737407684
1598274553.1131878,590,0.08040326833724976
1598274756.5514233,600,0.045654214918613434
1598274966.8646235,610,0.12896628677845
1598275119.354236,620,0.0350177176296711
1598275339.5596287,630,0.034420277923345566
1598275517.3322933,640,0.0833258405327797
1598275705.4425662,650,0.07029414921998978
1598275901.0887258,660,0.08679521828889847
